theta,score,theta,score,theta,score,theta,score
"OrderedDict([('learning_rate', 0.07259832632540576), ('max_depth', 9), ('min_samples_leaf', 2), ('min_samples_split', 2), ('n_estimators', 131), ('subsample', 0.5188370684618681)])",0.76,"OrderedDict([('learning_rate', 0.1), ('max_depth', 10), ('min_samples_leaf', 1), ('min_samples_split', 10), ('n_estimators', 50), ('subsample', 1.0)])",0.8940552561799674,"OrderedDict([('learning_rate', 0.010129694430661825), ('max_depth', 8), ('min_samples_leaf', 4), ('min_samples_split', 9), ('n_estimators', 175), ('subsample', 0.6933342688257235)])",0.7719460602855632,"OrderedDict([('learning_rate', 0.09031628615988628), ('max_depth', 8), ('min_samples_leaf', 8), ('min_samples_split', 5), ('n_estimators', 107), ('subsample', 0.6000360237007522)])",0.8369337979094077
"OrderedDict([('learning_rate', 0.018938623353871382), ('max_depth', 9), ('min_samples_leaf', 8), ('min_samples_split', 6), ('n_estimators', 149), ('subsample', 0.5623781168839923)])",0.76125,"OrderedDict([('learning_rate', 0.01), ('max_depth', 3), ('min_samples_leaf', 1), ('min_samples_split', 2), ('n_estimators', 200), ('subsample', 1.0)])",0.8265048969292618,"OrderedDict([('learning_rate', 0.02446530403696828), ('max_depth', 7), ('min_samples_leaf', 10), ('min_samples_split', 6), ('n_estimators', 200), ('subsample', 0.8275637057653372)])",0.7621628767847699,"OrderedDict([('learning_rate', 0.1), ('max_depth', 9), ('min_samples_leaf', 9), ('min_samples_split', 7), ('n_estimators', 81), ('subsample', 0.5654951950130234)])",0.8515098722415795
"OrderedDict([('learning_rate', 0.012972874906531876), ('max_depth', 9), ('min_samples_leaf', 9), ('min_samples_split', 9), ('n_estimators', 150), ('subsample', 0.5)])",0.76,"OrderedDict([('learning_rate', 0.019155915646967715), ('max_depth', 10), ('min_samples_leaf', 5), ('min_samples_split', 7), ('n_estimators', 198), ('subsample', 0.8814229567651146)])",0.8993793302540416,"OrderedDict([('learning_rate', 0.045045667245191406), ('max_depth', 8), ('min_samples_leaf', 7), ('min_samples_split', 3), ('n_estimators', 60), ('subsample', 0.7369612011727822)])",0.7686409307244844,"OrderedDict([('learning_rate', 0.035024559138150106), ('max_depth', 8), ('min_samples_leaf', 9), ('min_samples_split', 4), ('n_estimators', 116), ('subsample', 0.6157321627214696)])",0.8465156794425086
"OrderedDict([('learning_rate', 0.035582686487369064), ('max_depth', 9), ('min_samples_leaf', 4), ('min_samples_split', 10), ('n_estimators', 110), ('subsample', 0.6912344135819418)])",0.7587499999999999,"OrderedDict([('learning_rate', 0.09684972667415791), ('max_depth', 10), ('min_samples_leaf', 3), ('min_samples_split', 8), ('n_estimators', 195), ('subsample', 0.5362620032016256)])",0.90238484731845,"OrderedDict([('learning_rate', 0.06096014105192131), ('max_depth', 6), ('min_samples_leaf', 4), ('min_samples_split', 6), ('n_estimators', 108), ('subsample', 0.8139837551032619)])",0.7751718667371761,"OrderedDict([('learning_rate', 0.08017785023178241), ('max_depth', 10), ('min_samples_leaf', 9), ('min_samples_split', 4), ('n_estimators', 198), ('subsample', 0.8809319981233331)])",0.848896631823461
"OrderedDict([('learning_rate', 0.06234150803152686), ('max_depth', 8), ('min_samples_leaf', 6), ('min_samples_split', 4), ('n_estimators', 181), ('subsample', 0.618316600763304)])",0.75,"OrderedDict([('learning_rate', 0.1), ('max_depth', 10), ('min_samples_leaf', 10), ('min_samples_split', 2), ('n_estimators', 200), ('subsample', 1.0)])",0.8979888375673595,"OrderedDict([('learning_rate', 0.09820755025370215), ('max_depth', 6), ('min_samples_leaf', 7), ('min_samples_split', 8), ('n_estimators', 200), ('subsample', 0.8182704514577683)])",0.7653358011634056,"OrderedDict([('learning_rate', 0.1), ('max_depth', 3), ('min_samples_leaf', 9), ('min_samples_split', 4), ('n_estimators', 112), ('subsample', 0.5498623147223068)])",0.8416957026713124
"OrderedDict([('learning_rate', 0.035974095495639846), ('max_depth', 9), ('min_samples_leaf', 7), ('min_samples_split', 10), ('n_estimators', 50), ('subsample', 0.5351867115913294)])",0.75875,"OrderedDict([('learning_rate', 0.09797073651246609), ('max_depth', 7), ('min_samples_leaf', 1), ('min_samples_split', 8), ('n_estimators', 182), ('subsample', 0.7678950009884382)])",0.8903563638696432,"OrderedDict([('learning_rate', 0.031031685233376342), ('max_depth', 6), ('min_samples_leaf', 4), ('min_samples_split', 6), ('n_estimators', 86), ('subsample', 0.8449411743575193)])",0.7767054468535166,"OrderedDict([('learning_rate', 0.061161450986185716), ('max_depth', 10), ('min_samples_leaf', 2), ('min_samples_split', 2), ('n_estimators', 168), ('subsample', 0.685936761470052)])",0.8465156794425088
"OrderedDict([('learning_rate', 0.02492790963576614), ('max_depth', 9), ('min_samples_leaf', 3), ('min_samples_split', 10), ('n_estimators', 133), ('subsample', 0.5183569257187179)])",0.765,"OrderedDict([('learning_rate', 0.1), ('max_depth', 10), ('min_samples_leaf', 10), ('min_samples_split', 2), ('n_estimators', 200), ('subsample', 0.5)])",0.8975253400051321,"OrderedDict([('learning_rate', 0.01936084479106405), ('max_depth', 6), ('min_samples_leaf', 2), ('min_samples_split', 5), ('n_estimators', 189), ('subsample', 0.8340599992021702)])",0.7735589635113695,"OrderedDict([('learning_rate', 0.09138411699112974), ('max_depth', 9), ('min_samples_leaf', 9), ('min_samples_split', 5), ('n_estimators', 78), ('subsample', 0.5347774626420071)])",0.8490708478513357
"OrderedDict([('learning_rate', 0.05316347738982242), ('max_depth', 9), ('min_samples_leaf', 6), ('min_samples_split', 7), ('n_estimators', 139), ('subsample', 0.660730171429639)])",0.7575000000000001,"OrderedDict([('learning_rate', 0.01), ('max_depth', 10), ('min_samples_leaf', 1), ('min_samples_split', 6), ('n_estimators', 50), ('subsample', 0.9402769445330417)])",0.8468693867077238,"OrderedDict([('learning_rate', 0.03691687176236966), ('max_depth', 6), ('min_samples_leaf', 4), ('min_samples_split', 7), ('n_estimators', 62), ('subsample', 0.8427339765893174)])",0.7654944473823374,"OrderedDict([('learning_rate', 0.0605606561441146), ('max_depth', 8), ('min_samples_leaf', 9), ('min_samples_split', 5), ('n_estimators', 107), ('subsample', 0.5842188945506566)])",0.8488385598141696
"OrderedDict([('learning_rate', 0.02262335855826389), ('max_depth', 10), ('min_samples_leaf', 10), ('min_samples_split', 10), ('n_estimators', 197), ('subsample', 1.0)])",0.75625,"OrderedDict([('learning_rate', 0.1), ('max_depth', 6), ('min_samples_leaf', 1), ('min_samples_split', 7), ('n_estimators', 50), ('subsample', 1.0)])",0.8804117483534343,"OrderedDict([('learning_rate', 0.02937499747785543), ('max_depth', 6), ('min_samples_leaf', 5), ('min_samples_split', 7), ('n_estimators', 93), ('subsample', 0.9939156123032311)])",0.7588313061872025,"OrderedDict([('learning_rate', 0.052288302064393), ('max_depth', 8), ('min_samples_leaf', 4), ('min_samples_split', 9), ('n_estimators', 140), ('subsample', 0.7993432923835466)])",0.8488966318234612
"OrderedDict([('learning_rate', 0.01063869190427184), ('max_depth', 3), ('min_samples_leaf', 10), ('min_samples_split', 9), ('n_estimators', 157), ('subsample', 0.9003319671943099)])",0.73125,"OrderedDict([('learning_rate', 0.01866827155888314), ('max_depth', 10), ('min_samples_leaf', 10), ('min_samples_split', 2), ('n_estimators', 200), ('subsample', 1.0)])",0.8952131981866392,"OrderedDict([('learning_rate', 0.05428202813638217), ('max_depth', 6), ('min_samples_leaf', 4), ('min_samples_split', 2), ('n_estimators', 94), ('subsample', 0.805086107512179)])",0.7605235325224748,"OrderedDict([('learning_rate', 0.059572392635105), ('max_depth', 8), ('min_samples_leaf', 9), ('min_samples_split', 5), ('n_estimators', 103), ('subsample', 0.6152776766407807)])",0.8465737514518002
"OrderedDict([('learning_rate', 0.018436887515502712), ('max_depth', 10), ('min_samples_leaf', 5), ('min_samples_split', 10), ('n_estimators', 175), ('subsample', 0.5)])",0.75875,"OrderedDict([('learning_rate', 0.01), ('max_depth', 7), ('min_samples_leaf', 1), ('min_samples_split', 10), ('n_estimators', 50), ('subsample', 1.0)])",0.7867205542725173,"OrderedDict([('learning_rate', 0.03166706749006517), ('max_depth', 6), ('min_samples_leaf', 8), ('min_samples_split', 3), ('n_estimators', 103), ('subsample', 0.687560989284245)])",0.7734796404019036,"OrderedDict([('learning_rate', 0.02462410150366068), ('max_depth', 9), ('min_samples_leaf', 2), ('min_samples_split', 5), ('n_estimators', 68), ('subsample', 0.7246254434081945)])",0.8487804878048781
"OrderedDict([('learning_rate', 0.01), ('max_depth', 7), ('min_samples_leaf', 10), ('min_samples_split', 5), ('n_estimators', 176), ('subsample', 1.0)])",0.74875,"OrderedDict([('learning_rate', 0.0155566789934007), ('max_depth', 10), ('min_samples_leaf', 10), ('min_samples_split', 2), ('n_estimators', 200), ('subsample', 0.5)])",0.8889722863741341,"OrderedDict([('learning_rate', 0.031101462554777807), ('max_depth', 10), ('min_samples_leaf', 2), ('min_samples_split', 9), ('n_estimators', 193), ('subsample', 0.9763342842115075)])",0.7554997355896351,"OrderedDict([('learning_rate', 0.07950282107257932), ('max_depth', 4), ('min_samples_leaf', 3), ('min_samples_split', 6), ('n_estimators', 106), ('subsample', 0.5248764109801575)])",0.8464576074332172
"OrderedDict([('learning_rate', 0.01), ('max_depth', 7), ('min_samples_leaf', 5), ('min_samples_split', 9), ('n_estimators', 182), ('subsample', 0.5)])",0.7575,"OrderedDict([('learning_rate', 0.03237792589240052), ('max_depth', 10), ('min_samples_leaf', 6), ('min_samples_split', 3), ('n_estimators', 200), ('subsample', 1.0)])",0.8968308955606877,"OrderedDict([('learning_rate', 0.01357434379981077), ('max_depth', 8), ('min_samples_leaf', 9), ('min_samples_split', 5), ('n_estimators', 76), ('subsample', 0.7667595447606459)])",0.760576414595452,"OrderedDict([('learning_rate', 0.034482835078030113), ('max_depth', 8), ('min_samples_leaf', 4), ('min_samples_split', 9), ('n_estimators', 140), ('subsample', 0.774566085594704)])",0.853658536585366
"OrderedDict([('learning_rate', 0.1), ('max_depth', 3), ('min_samples_leaf', 1), ('min_samples_split', 10), ('n_estimators', 189), ('subsample', 1.0)])",0.76375,"OrderedDict([('learning_rate', 0.0691518475605236), ('max_depth', 10), ('min_samples_leaf', 10), ('min_samples_split', 2), ('n_estimators', 50), ('subsample', 1.0)])",0.8933634847318451,"OrderedDict([('learning_rate', 0.028627991424403344), ('max_depth', 6), ('min_samples_leaf', 7), ('min_samples_split', 6), ('n_estimators', 52), ('subsample', 0.8336339526843705)])",0.7506345848757271,"OrderedDict([('learning_rate', 0.024292448929152034), ('max_depth', 8), ('min_samples_leaf', 4), ('min_samples_split', 9), ('n_estimators', 139), ('subsample', 0.7972172768616922)])",0.8368176538908246
"OrderedDict([('learning_rate', 0.02771448854005509), ('max_depth', 3), ('min_samples_leaf', 1), ('min_samples_split', 10), ('n_estimators', 80), ('subsample', 1.0)])",0.7424999999999999,"OrderedDict([('learning_rate', 0.021219886875465478), ('max_depth', 10), ('min_samples_leaf', 1), ('min_samples_split', 10), ('n_estimators', 132), ('subsample', 1.0)])",0.8924402318022409,"OrderedDict([('learning_rate', 0.020065225581458932), ('max_depth', 8), ('min_samples_leaf', 9), ('min_samples_split', 5), ('n_estimators', 169), ('subsample', 0.5263884536372405)])",0.7783976731887889,"OrderedDict([('learning_rate', 0.08388582482880048), ('max_depth', 8), ('min_samples_leaf', 9), ('min_samples_split', 5), ('n_estimators', 115), ('subsample', 0.7628542175172839)])",0.8562137049941928
"OrderedDict([('learning_rate', 0.06763996774855076), ('max_depth', 10), ('min_samples_leaf', 1), ('min_samples_split', 10), ('n_estimators', 89), ('subsample', 0.5)])",0.75125,"OrderedDict([('learning_rate', 0.02005165795622886), ('max_depth', 9), ('min_samples_leaf', 6), ('min_samples_split', 10), ('n_estimators', 200), ('subsample', 1.0)])",0.8931320032503635,"OrderedDict([('learning_rate', 0.09033521814047005), ('max_depth', 4), ('min_samples_leaf', 9), ('min_samples_split', 5), ('n_estimators', 195), ('subsample', 0.6955177575584007)])",0.7604970914859862,"OrderedDict([('learning_rate', 0.09987968643162029), ('max_depth', 8), ('min_samples_leaf', 9), ('min_samples_split', 5), ('n_estimators', 61), ('subsample', 0.7069785423048771)])",0.8440185830429734
"OrderedDict([('learning_rate', 0.01), ('max_depth', 8), ('min_samples_leaf', 9), ('min_samples_split', 5), ('n_estimators', 174), ('subsample', 0.6314009981381249)])",0.76,"OrderedDict([('learning_rate', 0.01), ('max_depth', 3), ('min_samples_leaf', 10), ('min_samples_split', 2), ('n_estimators', 200), ('subsample', 1.0)])",0.8255811094003935,"OrderedDict([('learning_rate', 0.01), ('max_depth', 8), ('min_samples_leaf', 9), ('min_samples_split', 5), ('n_estimators', 167), ('subsample', 0.863962150105848)])",0.7556054997355897,"OrderedDict([('learning_rate', 0.029777020204170206), ('max_depth', 9), ('min_samples_leaf', 2), ('min_samples_split', 5), ('n_estimators', 130), ('subsample', 0.6568347132899129)])",0.8559233449477353
"OrderedDict([('learning_rate', 0.013741080353570677), ('max_depth', 9), ('min_samples_leaf', 5), ('min_samples_split', 7), ('n_estimators', 50), ('subsample', 0.5)])",0.7324999999999999,"OrderedDict([('learning_rate', 0.1), ('max_depth', 10), ('min_samples_leaf', 1), ('min_samples_split', 10), ('n_estimators', 50), ('subsample', 0.5)])",0.8898944701052092,"OrderedDict([('learning_rate', 0.028237087059720608), ('max_depth', 6), ('min_samples_leaf', 4), ('min_samples_split', 6), ('n_estimators', 115), ('subsample', 0.8486966589164154)])",0.7604442094130089,"OrderedDict([('learning_rate', 0.08784044174188867), ('max_depth', 8), ('min_samples_leaf', 9), ('min_samples_split', 5), ('n_estimators', 188), ('subsample', 0.9370676552155701)])",0.8392566782810686
"OrderedDict([('learning_rate', 0.04148335986591914), ('max_depth', 10), ('min_samples_leaf', 9), ('min_samples_split', 10), ('n_estimators', 147), ('subsample', 0.5)])",0.76375,"OrderedDict([('learning_rate', 0.1), ('max_depth', 3), ('min_samples_leaf', 1), ('min_samples_split', 10), ('n_estimators', 200), ('subsample', 1.0)])",0.8658385724061244,"OrderedDict([('learning_rate', 0.01977183178507812), ('max_depth', 8), ('min_samples_leaf', 10), ('min_samples_split', 8), ('n_estimators', 163), ('subsample', 0.6459220800504968)])",0.7702538339502908,"OrderedDict([('learning_rate', 0.0924572478801528), ('max_depth', 8), ('min_samples_leaf', 9), ('min_samples_split', 5), ('n_estimators', 89), ('subsample', 0.9494905535566076)])",0.8441347270615562
"OrderedDict([('learning_rate', 0.1), ('max_depth', 7), ('min_samples_leaf', 2), ('min_samples_split', 10), ('n_estimators', 200), ('subsample', 1.0)])",0.72875,"OrderedDict([('learning_rate', 0.02581695112368631), ('max_depth', 10), ('min_samples_leaf', 10), ('min_samples_split', 2), ('n_estimators', 112), ('subsample', 1.0)])",0.8935938970147976,"OrderedDict([('learning_rate', 0.018249262459157853), ('max_depth', 8), ('min_samples_leaf', 9), ('min_samples_split', 9), ('n_estimators', 172), ('subsample', 0.5143127010368457)])",0.778397673188789,"OrderedDict([('learning_rate', 0.0852920673017419), ('max_depth', 9), ('min_samples_leaf', 9), ('min_samples_split', 5), ('n_estimators', 117), ('subsample', 0.5110962248875691)])",0.8585946573751452
"OrderedDict([('learning_rate', 0.032155568591258815), ('max_depth', 9), ('min_samples_leaf', 10), ('min_samples_split', 8), ('n_estimators', 200), ('subsample', 0.5)])",0.7537499999999999,"OrderedDict([('learning_rate', 0.1), ('max_depth', 10), ('min_samples_leaf', 10), ('min_samples_split', 10), ('n_estimators', 134), ('subsample', 0.791804401623915)])",0.8996092079377298,"OrderedDict([('learning_rate', 0.01254403660568745), ('max_depth', 6), ('min_samples_leaf', 3), ('min_samples_split', 4), ('n_estimators', 81), ('subsample', 0.7865111946347152)])",0.7392649391856161,"OrderedDict([('learning_rate', 0.06548992689690726), ('max_depth', 5), ('min_samples_leaf', 2), ('min_samples_split', 4), ('n_estimators', 178), ('subsample', 0.590658963370437)])",0.8441927990708479
"OrderedDict([('learning_rate', 0.01), ('max_depth', 10), ('min_samples_leaf', 1), ('min_samples_split', 9), ('n_estimators', 200), ('subsample', 0.8022686788844063)])",0.7625,"OrderedDict([('learning_rate', 0.026056811523742805), ('max_depth', 10), ('min_samples_leaf', 1), ('min_samples_split', 10), ('n_estimators', 119), ('subsample', 0.6787069523667568)])",0.8972986699170301,"OrderedDict([('learning_rate', 0.017202768220678583), ('max_depth', 8), ('min_samples_leaf', 5), ('min_samples_split', 4), ('n_estimators', 170), ('subsample', 0.5643024346566884)])",0.7670280274986779,"OrderedDict([('learning_rate', 0.047487590226828365), ('max_depth', 10), ('min_samples_leaf', 2), ('min_samples_split', 4), ('n_estimators', 164), ('subsample', 0.7554627469422455)])",0.8512195121951219
"OrderedDict([('learning_rate', 0.05074036696208202), ('max_depth', 4), ('min_samples_leaf', 9), ('min_samples_split', 8), ('n_estimators', 200), ('subsample', 1.0)])",0.7600000000000001,"OrderedDict([('learning_rate', 0.1), ('max_depth', 10), ('min_samples_leaf', 1), ('min_samples_split', 10), ('n_estimators', 200), ('subsample', 0.7598364331845746)])",0.9000753784962792,"OrderedDict([('learning_rate', 0.029674626603605935), ('max_depth', 10), ('min_samples_leaf', 2), ('min_samples_split', 5), ('n_estimators', 167), ('subsample', 0.5083140572451643)])",0.7653622421998942,"OrderedDict([('learning_rate', 0.08701859406659125), ('max_depth', 7), ('min_samples_leaf', 9), ('min_samples_split', 5), ('n_estimators', 114), ('subsample', 0.5268403237620057)])",0.8538908246225321
"OrderedDict([('learning_rate', 0.03717106279794582), ('max_depth', 8), ('min_samples_leaf', 6), ('min_samples_split', 10), ('n_estimators', 120), ('subsample', 0.5)])",0.7625,"OrderedDict([('learning_rate', 0.057408064567902706), ('max_depth', 10), ('min_samples_leaf', 1), ('min_samples_split', 10), ('n_estimators', 100), ('subsample', 1.0)])",0.894520357539988,"OrderedDict([('learning_rate', 0.017961893347468783), ('max_depth', 7), ('min_samples_leaf', 7), ('min_samples_split', 7), ('n_estimators', 171), ('subsample', 0.5202613441897955)])",0.7718402961396087,"OrderedDict([('learning_rate', 0.04025365047132158), ('max_depth', 6), ('min_samples_leaf', 4), ('min_samples_split', 9), ('n_estimators', 134), ('subsample', 0.7973184265574784)])",0.8511614401858305
"OrderedDict([('learning_rate', 0.1), ('max_depth', 3), ('min_samples_leaf', 2), ('min_samples_split', 2), ('n_estimators', 50), ('subsample', 1.0)])",0.74625,"OrderedDict([('learning_rate', 0.04490141205045967), ('max_depth', 10), ('min_samples_leaf', 10), ('min_samples_split', 10), ('n_estimators', 50), ('subsample', 0.6824279451167122)])",0.891514305876315,"OrderedDict([('learning_rate', 0.029286448596450163), ('max_depth', 6), ('min_samples_leaf', 9), ('min_samples_split', 6), ('n_estimators', 82), ('subsample', 0.8676542837774347)])",0.7654151242728715,"OrderedDict([('learning_rate', 0.05993554454445725), ('max_depth', 10), ('min_samples_leaf', 2), ('min_samples_split', 4), ('n_estimators', 185), ('subsample', 0.9052178803549793)])",0.8463995354239255
"OrderedDict([('learning_rate', 0.028936253079485205), ('max_depth', 6), ('min_samples_leaf', 9), ('min_samples_split', 6), ('n_estimators', 200), ('subsample', 0.6987380858652423)])",0.7550000000000001,"OrderedDict([('learning_rate', 0.1), ('max_depth', 3), ('min_samples_leaf', 4), ('min_samples_split', 3), ('n_estimators', 50), ('subsample', 0.8609542579463694)])",0.8422386878795655,"OrderedDict([('learning_rate', 0.05602877902207166), ('max_depth', 6), ('min_samples_leaf', 10), ('min_samples_split', 4), ('n_estimators', 179), ('subsample', 0.5294949391903496)])",0.7702009518773135,"OrderedDict([('learning_rate', 0.041533750291198074), ('max_depth', 10), ('min_samples_leaf', 4), ('min_samples_split', 9), ('n_estimators', 126), ('subsample', 0.586056782274251)])",0.8489547038327526
